lat,lon,num_of_peoples,p_low,p_med,p_high
59.929213,30.300471,137,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.931328,30.305996,67,0.16216216216216217,0.3081081081081081,0.5297297297297298
59.928798,30.297507,3,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.923112,30.302339,51,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.9229,30.302528,94,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.929916,30.30746,43,0.16216216216216217,0.3081081081081081,0.5297297297297298
59.929461,30.306139,32,0.16216216216216217,0.3081081081081081,0.5297297297297298
59.929335,30.305475,118,0.16216216216216217,0.3081081081081081,0.5297297297297298
59.929064,30.303929,97,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.928925,30.303166,46,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.928839,30.302645,51,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.929186,30.303247,62,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.928735,30.302124,64,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.929082,30.302591,83,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.928609,30.301288,59,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.929001,30.302187,59,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.928852,30.301235,70,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.928731,30.300489,107,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.93305,30.304585,75,0.16216216216216217,0.3081081081081081,0.5297297297297298
59.932892,30.305412,27,0.16216216216216217,0.3081081081081081,0.5297297297297298
59.932549,30.304145,51,0.16216216216216217,0.3081081081081081,0.5297297297297298
59.932414,30.303678,59,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.932256,30.303184,40,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.931833,30.300345,123,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.932117,30.302681,46,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.931693,30.299824,105,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.931513,30.299294,21,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.930796,30.297974,137,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.931039,30.297623,62,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.932901,30.301387,86,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.929461,30.301118,3,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.929461,30.301118,81,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.924253,30.306364,164,0.16216216216216217,0.3081081081081081,0.5297297297297298
59.924551,30.306912,115,0.16216216216216217,0.3081081081081081,0.5297297297297298
59.923937,30.302079,70,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.924564,30.306265,43,0.16216216216216217,0.3081081081081081,0.5297297297297298
59.924163,30.301288,35,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.924055,30.300794,70,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.923951,30.300309,62,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.923577,30.298665,46,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.923455,30.298019,16,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.922697,30.307307,153,0.11436950146627566,0.5483870967741935,0.33724340175953077
59.922526,30.306517,72,0.11436950146627566,0.5483870967741935,0.33724340175953077
59.922116,30.30481,158,0.11436950146627566,0.5483870967741935,0.33724340175953077
59.921926,30.304028,121,0.11436950146627566,0.5483870967741935,0.33724340175953077
59.926427,30.303516,30,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.926156,30.303516,51,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.925976,30.303489,107,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.92594,30.303992,67,0.16216216216216217,0.3081081081081081,0.5297297297297298
59.925786,30.303471,48,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.925606,30.303453,67,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.925552,30.304001,51,0.16216216216216217,0.3081081081081081,0.5297297297297298
59.925412,30.303435,56,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.925362,30.303983,30,0.16216216216216217,0.3081081081081081,0.5297297297297298
59.925227,30.303453,81,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.924871,30.303426,225,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.924821,30.303956,150,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.925863,30.297596,11,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.925159,30.299204,129,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.924776,30.297381,97,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.924623,30.29677,24,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.932833,30.290832,5,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.928068,30.305645,110,0.16216216216216217,0.3081081081081081,0.5297297297297298
59.927865,30.305735,59,0.16216216216216217,0.3081081081081081,0.5297297297297298
59.933686,30.303364,43,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.933221,30.301845,43,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.932495,30.299456,67,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.932026,30.297929,64,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.931896,30.297471,81,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.931733,30.296914,67,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.931129,30.294848,3,0.22839506172839505,0.35185185185185186,0.41975308641975306
59.912995,30.296518,32,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.912991,30.296303,43,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.912982,30.295737,38,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.91291,30.293446,32,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.912892,30.293042,102,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.912558,30.293482,40,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.911615,30.296267,35,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.911313,30.297066,48,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.911042,30.296635,59,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.903629,30.272713,142,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.90335,30.271662,161,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.90515,30.269587,5,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.904369,30.268994,322,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.904622,30.269281,123,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.906919,30.267134,215,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.907925,30.267108,215,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.907776,30.266479,188,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.913122,30.288317,64,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.913077,30.287697,99,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.912829,30.288308,48,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.912725,30.287257,201,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.912567,30.288299,72,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.912486,30.287275,78,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.912328,30.288335,150,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.912278,30.287742,105,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.912156,30.293015,48,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.911845,30.292934,59,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.911931,30.290652,40,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.911141,30.289745,123,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.91171,30.284571,298,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.911935,30.281804,129,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.911687,30.283726,118,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.911687,30.282738,225,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.911899,30.281013,64,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.912044,30.280421,239,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.911877,30.279432,16,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.911854,30.277726,67,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.91157,30.27866,215,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.911502,30.277133,64,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.911674,30.274222,13,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.91157,30.26912,83,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.912039,30.269057,78,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.912608,30.297237,110,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.91097,30.296887,115,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.907081,30.263038,153,0.9122807017543859,0.07017543859649122,0.017543859649122806
59.912495,30.288883,54,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.91226,30.289269,38,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.904739,30.274465,48,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.905141,30.273539,150,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.904681,30.273746,56,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.904703,30.273144,72,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.905321,30.272542,107,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.904482,30.27433,148,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.90427,30.274366,56,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.904252,30.273692,67,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.904008,30.274258,91,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.904139,30.275264,134,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.903977,30.273593,102,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.903981,30.273081,8,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.903706,30.274222,142,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.903733,30.273566,54,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.903539,30.273477,43,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.903133,30.273351,432,0.41711229946524064,0.5080213903743316,0.0748663101604278
59.90214,30.273863,161,0.41711229946524064,0.5080213903743316,0.0748663101604278
59.902831,30.273333,107,0.41711229946524064,0.5080213903743316,0.0748663101604278
59.902646,30.27283,46,0.41711229946524064,0.5080213903743316,0.0748663101604278
59.902388,30.273243,113,0.41711229946524064,0.5080213903743316,0.0748663101604278
59.902181,30.273171,43,0.41711229946524064,0.5080213903743316,0.0748663101604278
59.90834,30.297192,86,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.908516,30.293024,260,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.908529,30.291488,145,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.908678,30.275938,225,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.908741,30.2662,290,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.908426,30.26576,177,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.909617,30.29597,5,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.909531,30.295036,3,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.90945,30.293482,301,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.909508,30.289017,3,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.909585,30.283412,140,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.909612,30.278498,72,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.909585,30.278031,43,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.909585,30.278031,48,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.909617,30.27477,38,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.909617,30.27477,72,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.910027,30.273602,32,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.902018,30.272372,137,0.41711229946524064,0.5080213903743316,0.0748663101604278
59.902127,30.271905,30,0.41711229946524064,0.5080213903743316,0.0748663101604278
59.902253,30.271276,172,0.41711229946524064,0.5080213903743316,0.0748663101604278
59.90237,30.27062,46,0.41711229946524064,0.5080213903743316,0.0748663101604278
59.90237,30.27062,166,0.41711229946524064,0.5080213903743316,0.0748663101604278
59.913735,30.296384,67,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.913713,30.295234,35,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.913699,30.294776,38,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.913325,30.29377,72,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.913365,30.292826,21,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.913785,30.285936,140,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.913604,30.291748,121,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.913586,30.291461,51,0.21104536489151873,0.2583826429980276,0.5305719921104537
59.913663,30.282639,137,0.5586206896551724,0.4068965517241379,0.034482758620689655
59.913618,30.281301,140,0.5586206896551724,0.4068965517241379,0.034482758620689655
